Involvement ID;Investor ID Downstream;Investor Name Downstream;Investor ID Upstream;Investor Name Upstream;Relation type;Investment type;Ownership share;Loan amount;Loan currency;Loan date;Comment
14920;40014;Lampka Agro LLC;46359;"APC ""ZORYA""";Parent company;Shares/Equity;93.0;;;;Code - 04540532
14921;46156;New Agro Invest LLC;45241;PALANDED ENTERPRISES LIMITED;Parent company;Shares/Equity;100.0;;;;Code - 39637311
14922;40600;New Agro Podillya LLC;46156;New Agro Invest LLC;Parent company;Shares/Equity;19.3;;;;Code - 39637311
14923;46638;ZORYA AGRO GROUP LLC;46639;Amagere Holdings Limited;Parent company;;;;;;
14924;46638;ZORYA AGRO GROUP LLC;46640;Pavlo Babich Group;Parent company;;;;;;
14925;43044;Ukrainian Food Alliance Eco;46638;ZORYA AGRO GROUP LLC;Parent company;;;;;;
14926;40768;Kennemer Foods International, Inc. (KFI);46642;Kennemer Group;Parent company;Shares/Equity;;;;;
14927;39645;Kochubiy LLC;41493;Agrofirm Hliborob LLC;Parent company;;;;;;
14928;46646;Lionheart Farms (Philippines) Corporation (LFPC);46647;Lionheart Agrotech Limited;Parent company;Shares/Equity;100.0;;;;Lionheart Farms (Philippines) Corporation (LFPC), a wholly-owned subsidiary of Lionheart Agrotech Limited, entered into a Joint Venture Agreement (“JVA”) with the DENR under the provisions of DENR Administrative Order No. 2005-25
14929;46644;Cuatro Patas S.R.L.;46645;Lithium Mining Corporation;Parent company;;100.0;;;;
14930;46651;Vetroelektrane Balkana LLC;44399;Abu Dhabi Future Energy Company (Masdar);Parent company;;60.0;;;;
14931;46651;Vetroelektrane Balkana LLC;46652;Taaleri Energia;Parent company;;30.0;;;;
14932;46651;Vetroelektrane Balkana LLC;4402;DEG (Deutsche Investitions- und Entwicklungsgesellschaft);Parent company;;10.0;;;;
14933;42242;Minomax Investments Limited;3853;Agsen Limited;Parent company;Shares/Equity;;;;;
14934;5071;RBPI Group;46588;RBPI (Thailand) Company Limited;Parent company;;;;;;
14935;42157;Khmelnytsk-Agro LLC;5029;Renvior Trading Limited;Parent company;Shares/Equity;3.3;;;;
14936;41962;Trans Oil Group;4778;EBRD (European Bank of Reconstruction and Development);Tertiary investor/lender;Debt financing;;40000000.0;US Dollar ($);;Credit given in 2019
14937;46665;Blacklight Energies LLC;46666;Enlight Renewable Energy Ltd;Parent company;;100.0;;;;
14938;46663;Electrawinds K-Wind LLC;46664;Solaveris Limited LLC;Parent company;;;;;;
14939;46663;Electrawinds K-Wind LLC;46665;Blacklight Energies LLC;Parent company;;;;;;
14940;46667;Elicio Wind LLC;46668;Elicio NV;Parent company;;100.0;;;;
14941;46668;Elicio NV;46669;Nethys SA;Parent company;;100.0;;;;
14942;39327;OAO «Donskoe»;38913;RZ Agro Group;Parent company;Shares/Equity;100.0;;;;
14943;46672;Vale Florestar S.A.;3926;Vale SA;Parent company;;;;;;
14944;39630;Agrofirma Semerenky LLC;908;Kernel Holding S.A.;Tertiary investor/lender;;;;;;
14945;39630;Agrofirma Semerenky LLC;45858;Estron Corporation Limited;Parent company;Shares/Equity;100.0;;;;
14947;46625;Naryn Production Enterprise LLC;44783;EDB (Eurasian Development Bank);Tertiary investor/lender;Debt financing;;44000000.0;US Dollar ($);2023-02-02;"Financing structure:


the EDB – US $44,000,000

the Russian-Kyrgyz Development Fund – US $44,000,000

the Borrower’s own funds – not less than US $29,989,26"
14948;46681;China Electric Power Technology Import and Export Corporation (CETIC);148;Government of China;Parent company;Shares/Equity;;;;;
14949;46621;CETIC, International Hydropower Development Co., Ltd.;46681;China Electric Power Technology Import and Export Corporation (CETIC);Parent company;Shares/Equity;100.0;;;;The sole shareholder of the CETICI is China Electric Power Technology Import & Export Corporation (CETIC), which is qualified to undertake overseas projects, such as project contracting, labour service, electric power and other civil works
14950;37730;Mushiete et compagnie;46682;Olivier Mushiete;Parent company;Shares/Equity;;;;;
14951;37730;Mushiete et compagnie;3743;Orbeo SAS;Tertiary investor/lender;;;;;;Carbon credits purchased 
14952;37730;Mushiete et compagnie;46683;Umicore;Tertiary investor/lender;Debt financing;;250000.0;Euro (€);;
14953;37730;Mushiete et compagnie;40261;Suez Group;Tertiary investor/lender;Debt financing;;250000.0;Euro (€);;
14954;46611;SP New Energy Corporation (SPNEC);45623;Solar Philippines Power Project Holdings, Inc. (Solar Philippines);Parent company;Shares/Equity;37.93;;;;"As of April 12, 2024, SPNEC is 35.7% owned by MGen Renewable Energy, Inc., 37.93% owned by SP Project Holdings, and 3.2% owned by Metro Pacific Investments Corporation.
"
14955;46611;SP New Energy Corporation (SPNEC);45264;MERALCO PowerGen CORP (MGen);Parent company;Shares/Equity;35.7;;;;
14956;46684;Terra Solar Philippines, Inc. (TSPI);46611;SP New Energy Corporation (SPNEC);Parent company;Shares/Equity;100.0;;;;"Terra Solar Philippines, Inc. (TSPI), a wholly owned subsidiary of SP New Energy Corporation (SPNEC), is developing the Philippines’ largest solar facility.

"
14957;46686;North Luzon Renewable Energy Corp.;45266;AC Energy Corporation (ACEN);Parent company;Shares/Equity;67.0;;;;
14958;46686;North Luzon Renewable Energy Corp.;43569;UPC Renewables;Parent company;Shares/Equity;;;;;
14959;46384;Kennemer Eco Solutions Pte Ltd. (KenEco);46642;Kennemer Group;Parent company;Shares/Equity;;;;;
14960;46687;Bayog Wind Power Corpation (BWPC);45266;AC Energy Corporation (ACEN);Parent company;Shares/Equity;100.0;;;;"On Wednesday, the Ayala-led firm said it will also be raising its ownership in Bayog Wind Power Corp. to 100% from the previous 85%. Bayog Wind operates the 160-MW Pagudpud wind farm, which is under development.

"
14961;46690;Green Earth Power (Myanmar) Co. Ltd;46691;Green Earth Power (Thailand) Co. Ltd.;Parent company;;;;;;
14962;46692;PV Sinag Power, Inc.;45501;Aboitiz Power Corporation (AP);Parent company;Shares/Equity;100.0;;;;"Aboitiz Power Corporation (AboitizPower), through PV Sinag Power, Inc., a special purpose vehicle of its subsidiary, Aboitiz Renewables, Inc. (ARI), recently entered into Engineering, Procurement and Construction (EPC) agreements for its 159-MWp Laoag and Laoag 2 solar power project in Barangay Laoag, Aguilar, Pangasinan.

"
14963;46693;Siam Solar Energy 1 Co. Ltd.;46694;Thai Solar Energy Public Company Limited;Parent company;;;;;;
14964;46693;Siam Solar Energy 1 Co. Ltd.;42878;Global Power Synergy Public Company Limited (GRSC);Parent company;;;;;;
14965;46689;Agrofin d.o.o. Trebinje;46695;Podrumi manastira Tvrdoš;Parent company;;68.44;;;;
14966;46689;Agrofin d.o.o. Trebinje;46696;Komrad d.o.o. Trebinje;Parent company;;15.0;;;;
14967;46689;Agrofin d.o.o. Trebinje;46697;Bankom d.o.o. Beograd;Parent company;;11.56;;;;
14968;46699;SolarAce1 Energy Corporation (SolarAce1);45266;AC Energy Corporation (ACEN);Parent company;Shares/Equity;100.0;;;;
14969;46700;Hepok Mostar LLC;46701;AgroHerc Organic LLC;Parent company;;100.0;;;;
14970;46701;AgroHerc Organic LLC;46702;Ekotera LLC;Parent company;;;;;;
14971;46701;AgroHerc Organic LLC;46703;Erich Preißler Vermögensverwaltungs LLC;Parent company;;;;;;
14972;46704;Ministry of Environment (MoE);46630;Royal Government of Cambodia (RGC);Parent company;;;;;;
14973;46708;Agrohercegovina Nevesinje JSC;46709;Marc Toma;Parent company;;49.7;;;;
14974;46708;Agrohercegovina Nevesinje JSC;46710;Henry Toma;Parent company;;24.9;;;;
14975;46708;Agrohercegovina Nevesinje JSC;46711;Keiser Heinz Peter;Parent company;;24.8;;;;
14976;46712;Krissana Wind Power Co., Ltd;45751;Wind Energy Holding Co., Ltd. (Wind Energy);Parent company;Shares/Equity;;;;;
14977;46714;Farmland Nova Topola JSC;46715;Farmland LLC;Parent company;;36.97;;;;
14978;46714;Farmland Nova Topola JSC;46716;FL GRUPA Nova Topola LLC;Parent company;;43.13;;;;
14979;46718;Zeraa Agriculture Investment Management LLC Sarajevo;46719;Zeraa Investment LLC;Parent company;;100.0;;;;
14980;46717;Bosnaplod Brčko LLC;46718;Zeraa Agriculture Investment Management LLC Sarajevo;Parent company;;;;;;
14981;46720;Bo Thong Wind Farm Co., Ltd.;45279;B.Grimm Power Public Company Limited;Parent company;Shares/Equity;92.2;;;;The Bo Thong 1 and 2 wind farms are operated by Bo Thong Wind Farm, 92.2% owned by B.Grimm.
14982;46723;Poljoprivrednik Derventa LLC;46724;Agro Invest Group LLC;Parent company;;100.0;;;;
14983;46725;Poljoprivrednik Odžak LLC;46724;Agro Invest Group LLC;Parent company;;100.0;;;;
14984;46736;K.R. Two Company Limited;45416;RATCH Group PCL;Parent company;Shares/Equity;0.0;;;;"20 (held by RATCH Group Public Company Limited)
"
14985;46737;Wind Energy Development Co. Ltd., (WED);45757;Gunkul Engineering Public Company Limited (GUNKUL);Parent company;Shares/Equity;99.99;;;;shares are based on the 53-1 report
14986;46737;Wind Energy Development Co. Ltd., (WED);45296;Gulf Energy Development Public Company;Parent company;Shares/Equity;0.1;;;;
14988;46744;Gulf Tay Ninh 2 Joint Stock Company;46745;Gulf Energy Development Public Company Limited;Parent company;;90.0;;;;
14989;46744;Gulf Tay Ninh 2 Joint Stock Company;46746;Thanh Thanh Cong Group;Parent company;;10.0;;;;
14990;45348;Energy Development Corporation (EDC);46748;First Gen Corporation (FGEN);Parent company;Shares/Equity;;;;;Energy Development Corporation (EDC), the world’s largest vertically-integrated geothermal company, is a subsidiary of First Gen that is primarily engaged in the exploration, development, operation, and optimization of geothermal steamfields, and in power generation. Prior to November 2007, EDC was a government-owned and controlled corporation, known as Philippine National Oil Company-Energy Development Corporation (PNOC-EDC).
14991;46755;Dau Tieng Tay Ninh Energy Joint Stock Company;45279;B.Grimm Power Public Company Limited;Parent company;;100.0;;;;The Asian Development Bank will provide long-term financing for the operation of the 240-megawatt solar photovoltaic power plant in Tay Ninh Province, Viet Nam, developed by Dau Tieng Tay Ninh Energy Joint Stock Company (DTE). B.Grimm Power Public Company Limited fully owns DTE
14992;46758;Goryn Agro Plus LLC;40582;Investment company Vitagro LLC;Parent company;;90.0;;;;
14995;46751;Dutafic-Algérie;39458;Government of Algeria;Parent company;Shares/Equity;;;;;"An Algerian-Saudi investment project with an allocation exceeding DZD 12 billion.
Partnership witha  Saudi Company."
14996;46751;Dutafic-Algérie;46752;Unknown Saudi investor;Parent company;Shares/Equity;;;;;
14997;46749;SARL Dunaysir JV;46750;Dekinsan Group;Parent company;Shares/Equity;;;;;Joint Algerian-Turkish agriculture project
14998;46749;SARL Dunaysir JV;39458;Government of Algeria;Parent company;Shares/Equity;;;;;Join Algerian-Turkish Agriculture project
14999;46759;Agroton PJSC;46760;Living LLC;Parent company;;100.0;;;;
15000;46760;Living LLC;38647;Agroton Public Limited;Parent company;;99.0;;;;
15001;46761;Novyi Shliakh LLC;46759;Agroton PJSC;Parent company;;99.9;;;;
15002;46761;Novyi Shliakh LLC;46760;Living LLC;Parent company;;0.1;;;;
15003;46762;Shyikivske LLC;46759;Agroton PJSC;Parent company;;94.6;;;;
15004;46015;Majestic Energy Corp.;46763;HRD Singapore Pte. Ltd.;Parent company;Shares/Equity;96.92;;;;The ERC said the redemption of the preferred shares and the divestment of the preferred shares by HRD Singapore to Majestic Holdings resulted in almost 96.923% ownership by the holding firm of Majestic Energy.
15005;46764;GIGASOL3, INC.;45266;AC Energy Corporation (ACEN);Parent company;Shares/Equity;100.0;;;;AC Energy Philippines (ACEN) is the owner and developer of Gigasol 3 Solar Farm Project through its subsidiary, Gigasol3, Inc
15006;46764;GIGASOL3, INC.;43466;Asian Development Bank (ADB);Tertiary investor/lender;Debt financing;;20000000.0;US Dollar ($);;The transaction involves a debt investment of up to $20,000,000 in Green Bonds to be issued by AC Energy Finance International Limited, for the AC Energy Green Bond project. The proceeds of the bond offering will be used primarily for solar and wind projects in the Philippines, Indonesia, Viet Nam.
15007;45775;Şehzade Enerji Üretim Ticaret Sanayi Anonim Şirketi;46765;Eurowind Holdings (Malta);Parent company;;45.0;;;;
15008;45775;Şehzade Enerji Üretim Ticaret Sanayi Anonim Şirketi;46766;GNCR Holding;Parent company;;55.0;;;;
15009;46767;PE Agro;46760;Living LLC;Parent company;;100.0;;;;
15010;46726;Sonvanger Solar Power Plant (RF) (Pty) Ltd​;42311;Nedbank Limited;Parent company;Debt financing;;;;;Financial close reached for the R2-billion project, with 85% debt funding secured from Nedbank and Absa.
15011;46726;Sonvanger Solar Power Plant (RF) (Pty) Ltd​;44688;ABSA Bank;Parent company;Debt financing;;;;;
15012;46726;Sonvanger Solar Power Plant (RF) (Pty) Ltd​;45916;Pele Green Energy;Parent company;Shares/Equity;;;;;
15013;46721;Baladna Trading and Investment W.L.L.;46722;Baladna Q.P.S.C;Parent company;Shares/Equity;51.0;;;;"Baladna Trading and Investment W.L.L is a subsidiary of Baladna Q.P.S.C. 
The project is a joint venture between the Algerian Government and Baladna Q.P.S.C. valued at 3.5 billion USD"
15014;46721;Baladna Trading and Investment W.L.L.;4690;Government (Algeria);Parent company;Shares/Equity;49.0;;;;"The government of Algeria owns 49% of the shares and 51% of the shares are owned by Baladna.
The project is a joint venture between the Algerian Government and Baladna Q.P.S.C. valued at 3.5 billion USD."
15015;45912;Atakaleres Elektrik Üretim A.S.;46769;Ataseven Group;Parent company;;;;;;"Ataseven  Group  has  established  a  Project  Company  under  the  name  of  Atakaleres  Electricity  Generation  Inc.  for  the  
development  of  Atakale  RES  Project.  Atakaleres,  the  owner  of  the  Project,  aims  to  provide  funding  for  this  Project  from  T.  
Garanti  Bank  A.ÿ.  (“Garanti”)  and  for  this  purpose,  Golder  Associates  Türkiye  Ltd.  ÿti.  (“Golder”)  has  been  assigned  to  prepare  the  SEP  of  the  Project"
15016;38605;Lake Turkana Wind Power Ltd;45284; Anergi Turkana Investments Limited;Parent company;Shares/Equity;12.5;;;;
15017;38605;Lake Turkana Wind Power Ltd;45287;Sandpiper Ltd;Parent company;Shares/Equity;;;;;
15018;38605;Lake Turkana Wind Power Ltd;46175;KP&P Africa B.V;Parent company;Shares/Equity;;;;;
15022;46774;Sinocalan Solar Power Corp, (SSPC);45266;AC Energy Corporation (ACEN);Parent company;Shares/Equity;100.0;;;;"Ayala-led ACEN Corporation has executed a share purchase agreement with Sungrow Power Renewables Corp. and Havilah AAA Holdings Corp., a company behind a 60-megawatt-peak (MWp) solar plant in Pangasinan. 

According to ACEN’s Philippine Stock Exchange (PSE), the agreement involves the sale and purchase of Sungrow and Havilah’s shares and/or subscription rights in Sinocalan Solar Power Corp, (SSPC) to ACEN. 

Once the acquisition is completed, ACEN will fully own SSPC, which will add 60 MW of renewable energy capacity to its portfolio. "
15023;46775;Restorasi Ekosistem Riau;41805;Asia Pacific Resources International Holdings Ltd (APRIL);Parent company;;;;;;"As the project sponsor, ecosystem restoration concession licence-holder and land manager, APRIL provides financial commitment, leadership, operational resources and technical expertise.

"
15024;46291;EnerVest Co. Ltd.;46776;InfraVest Group;Parent company;Shares/Equity;;;;;EnerVest Co. Ltd. is a subsidiary of German-based InfraVest Group, aiming to accelerate renwable energy related project in Taiwan. The Group remains the majority shareholder, owning largest portfolio of renewable assets in Taiwan.
15025;46777;Luwei Wind Power Co., Ltd. (Luwei);46778;Wpd AG (Wpd);Parent company;Shares/Equity;;;;;
15026;46777;Luwei Wind Power Co., Ltd. (Luwei);46776;InfraVest Group;Parent company;Shares/Equity;;;;;
15027;46779;Tan Chau Energy Joint Stock Company;45757;Gunkul Engineering Public Company Limited (GUNKUL);Parent company;;;;;;
15028;46780;Marubeni & IEP;3132;Marubeni Co.;Parent company;;;;;;
15029;46780;Marubeni & IEP;46781;ALCAAL ANGOLA - Investimentos e Participações Lda (IEP);Parent company;;;;;;IEP is an agricultural company engaged in large-scale mechanized farming of cereals such as maize, soybeans, beans, wheat, and rice across approximately 30,000 hectares in three provinces of Angola. It also operates the Textang textile plant in Angola, for which Marubeni has carried out engineering, procurement, and construction work.
15030;44018;Unknown (Camille Bloch in Georgia);44017;Chocolats Camille Bloch SA;Parent company;;;;;;
